1,2
5,75
22,92
23,93
31,101
38,108
41,111
42,112
45,115
52,122
55,125
58,128
60,130
61,131
67,137
68,138
73,22
73,81
73,83
73,98
73,110
73,126
73,136
74,78
74,89
74,130
75,99
75,113
75,127
75,133
76,55
76,84
76,93
76,100
76,111
76,137
76,141
77,73
77,81
77,83
77,104
77,112
78,105
78,120
78,139
79,90
79,99
79,131
79,133
80,76
80,84
80,93
80,114
80,134
80,135
80,137
81,83
81,104
81,126
81,129
81,138
81,142
82,76
82,80
82,93
82,100
82,111
82,132
82,135
83,98
83,104
83,112
83,119
83,126
83,136
84,82
84,107
84,111
84,114
84,128
84,141
85,5
85,96
86,116
89,31
89,78
89,139
90,38
90,67
90,75
90,131
90,133
91,41
92,106
93,100
93,107
93,111
93,114
93,134
93,137
93,141
94,58
95,61
95,109
96,115
98,77
98,81
98,110
98,112
98,126
98,142
99,90
99,113
99,121
99,127
100,80
100,84
100,107
100,114
100,128
100,132
100,135
101,95
101,125
102,85
103,86
104,73
104,110
104,119
104,126
104,138
104,142
105,74
105,89
105,120
106,123
107,76
107,80
107,82
107,132
107,134
107,137
107,141
108,124
109,101
110,81
110,83
110,119
110,129
110,136
110,138
111,80
111,100
111,107
111,128
111,134
111,135
111,137
112,73
112,81
112,104
112,110
112,119
112,138
112,142
113,79
113,90
113,133
113,140
114,76
114,82
114,107
114,128
114,132
114,135
115,85
115,102
116,103
119,73
119,77
119,81
119,98
119,126
119,129
120,74
120,139
121,75
121,79
121,127
122,91
123,42
124,94
125,60
125,95
126,77
126,110
126,112
126,129
126,136
126,142
127,79
127,90
127,113
127,131
128,52
128,76
128,80
128,82
128,93
128,107
128,134
128,137
129,23
129,73
129,77
129,83
129,98
129,104
129,112
130,78
130,89
130,105
131,75
131,99
131,113
131,121
131,140
132,76
132,80
132,84
132,93
132,111
132,128
132,141
133,99
133,121
133,131
133,140
134,82
134,84
134,100
134,132
134,135
134,137
135,76
135,84
135,93
135,107
135,128
135,132
135,141
136,77
136,98
136,104
136,112
136,119
136,129
137,45
137,68
137,82
137,100
137,114
137,132
137,135
137,141
138,73
138,98
138,129
138,136
138,142
139,74
139,105
139,130
140,79
140,90
140,127
141,80
141,82
141,100
141,111
141,114
141,128
141,134
142,73
142,83
142,110
142,119
142,129
142,136
