1,2
6,76
20,90
32,102
35,105
37,107
39,109
44,114
49,119
53,123
54,124
57,127
59,129
63,133
65,135
70,140
73,20
73,98
73,110
73,119
73,136
73,138
73,142
74,65
74,120
74,130
75,90
75,113
75,121
75,140
76,80
76,82
76,107
76,128
76,132
76,134
76,135
77,73
77,83
77,112
77,136
77,138
77,142
78,74
78,139
79,37
79,75
79,121
79,127
79,133
80,93
80,107
80,111
80,114
80,128
80,134
80,141
81,73
81,77
81,104
81,110
81,112
81,138
82,80
82,84
82,128
82,132
82,135
82,137
82,141
83,73
83,81
83,98
83,112
83,119
83,129
84,76
84,80
84,93
84,128
84,134
84,141
85,96
86,97
89,105
89,120
90,32
90,79
90,121
90,127
90,133
92,106
93,76
93,82
93,100
93,107
93,114
93,134
93,137
94,57
95,59
95,125
96,6
96,102
97,116
98,81
98,119
98,126
98,129
98,138
98,142
99,75
99,79
99,113
99,131
100,70
100,76
100,80
100,82
100,107
100,111
100,134
101,95
102,85
102,115
103,86
104,73
104,77
104,83
104,98
104,110
104,129
105,74
105,78
105,130
106,44
107,82
107,111
107,114
107,128
107,132
107,135
107,141
108,94
109,95
110,77
110,83
110,98
110,119
110,136
110,142
111,76
111,82
111,84
111,93
111,114
111,135
111,137
112,73
112,98
112,104
112,119
112,126
112,136
113,79
113,90
113,127
113,140
114,53
114,76
114,82
114,84
114,100
114,128
114,132
114,141
115,96
116,103
119,77
119,81
119,104
119,126
119,129
119,138
120,130
120,139
121,99
121,113
121,127
121,140
123,92
124,108
125,101
126,73
126,77
126,81
126,83
126,110
126,142
127,35
127,39
127,75
127,99
127,131
127,133
128,93
128,100
128,111
128,132
128,134
128,135
128,137
129,73
129,77
129,81
129,110
129,112
129,126
129,136
130,78
130,89
130,139
131,79
131,90
131,140
132,80
132,84
132,93
132,100
132,111
132,134
132,137
133,75
133,99
133,113
133,121
133,131
134,82
134,107
134,111
134,114
134,135
134,137
134,141
135,49
135,80
135,84
135,93
135,100
135,114
135,132
135,137
136,63
136,83
136,98
136,104
136,126
136,142
137,76
137,80
137,84
137,100
137,107
137,114
137,141
138,104
138,110
138,112
138,126
138,129
138,136
139,74
139,89
139,105
140,79
140,90
140,99
140,127
140,133
141,54
141,93
141,100
141,111
141,128
141,132
141,135
142,81
142,83
142,104
142,112
142,129
142,138
